job_id,job_title,company_name,source_platform,search_term,location,job_url,email_addresses,num_email_addresses,relevant_text,analysis_date,job_description,_id
689d5acce78d625301071444,Coding Instructor – Code Champions Program,Idea Lab Kids St. Albert Ltd. ,indeed,Software Engineer,"St. Albert, AB, CA",https://ca.indeed.com/viewjob?jk=67fb19bede53b232,['st.albert@idealabkids.com'],1,**To Apply:** | Submit your resume and a short cover letter to **st.albert@idealabkids.com**,2025-09-02T14:24:48.018548,"**Job Title:**  
Code Champions Instructor

**Location:**  
St. Albert, AB

**Job Type:**  
Part\-Time  
**Approx. 8–10 hours per week to start**  
Includes one weekday after\-school shift (3–8 PM) and one weekly daytime shift for homeschool coding

**About the Role:**  
IDEA Lab Kids St. Albert is hiring a part\-time **Code Champions Instructor** to lead our engaging and hands\-on coding programs for children aged 5–12\.

Our coding curriculum is delivered through our Code Champions platform, which introduces and engages students to real\-world programming languages like Scratch, JavaScript, Python, C\+\+, HTML, and more through game\-based projects and structured progression.

This role includes:

* After\-school coding classes (Code Champions program)
* Weekly daytime coding sessions for our Homeschool STEAM program

You’ll help students explore coding through interactive projects, platform\-based challenges, and creativity\-driven learning.

**Key Responsibilities:**

* Deliver aft...",68b736723204a15e64887b7e
689d5affe78d625301072484,MANAGER - PROJECT MANAGEMENT AND BUSINESS ANALYSIS,Peace Hills Insurance,indeed,Business Analyst,"Edmonton, AB, CA",https://ca.indeed.com/viewjob?jk=4cfb18b95ef9d4b1,['hr@phgic.com'],1,* Understanding of agile concepts and demonstrated experience applying same to projects | * Knowledge of and/or formal training in Agile methodology and the ability to apply these methods to projects | **Ready to apply? Send your resume and cover letter to** **hr@phgic.com**,2025-09-02T14:24:48.058301,"We currently have an opening for a Manager of Project Management and Business Analysis based out of our Edmonton office. This role is responsible for overseeing the initiation, planning and execution of IT projects. Reporting to the Director, Digital and providing strong leadership to the team of Project Managers and Business Analysts, the manager will ensure successful completion of all IT projects. More specifically:


**What You'll Do:**


* Provide strong leadership, guidance and coaching to the team of Project managers and Business Analysts
* Oversee the delivery of projects directly through direct reports
* Provide regularly scheduled one\-on\-one (O3\) meetings with all direct reports
* Recommend and participate in the implementation of IT solutions that are right \-sized to the organization
* Oversee the delivery of full range of project management activities including preparing project plans/schedules, issues/risk identification/mitigation, status reporting, etc.
* Oversee the...",68b736723204a15e64887b7f
689d5ad6e78d6253010718fe,Property Management Accountant,Hollyburn Properties Ltd.,indeed,IT Project Manager,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=d59521a89c08277d,['careers@hollyburn.com'],1,"The Property Management Accountant contributes to Hollyburn’s goals by preparing and maintaining financial and business transactions, applying accounting principles that include work that is analytical, evaluative, and advisory in nature and that requires an understanding of both accounting theory and practice. | If you are interested, please submit your resume and salary expectations to careers@hollyburn.com. | We thank all those who apply, but only qualified candidates may be contacted.",2025-09-02T14:24:48.099529,"The Property Management Accountant contributes to Hollyburn’s goals by preparing and maintaining financial and business transactions, applying accounting principles that include work that is analytical, evaluative, and advisory in nature and that requires an understanding of both accounting theory and practice.


**What’s in it for you ?**

Hollyburn offers the following great benefits;


* Competitive Wages
* Extended Medical, Dental , Vision \& Family Assistance Program (100% of premiums paid by Hollyburn)
* Matching Group RSP Program
* Educational Assistance Program
* Ability to work from home one day per week

  


**Key Duties \& Responsibilities**

* Processes cash receipts for properties, including:
	+ Posting cash receipts;
	+ Reconciling account receivables with Resident Managers;
	+ Running A/R reports weekly for management;
	+ Informing Resident Managers of any NSF and updates the system.
* Processes Accounts Payable;
* Processes journal entries;
* Performs job costing for v...",68b736723204a15e64887b80
689d5ae4e78d625301071e27,Secratary,GJ Equipment and Tools Ltd.,indeed,Systems Administrator,"Mississauga, ON, CA",https://ca.indeed.com/viewjob?jk=28a0c6dcfa0eff33,['nick@gjequip.ca'],1,"The ideal candidate has **good knowledge of bookkeeping** and a strong knack for **customer service**. You’ll be the first point of contact for clients, suppliers, and visitors, while also managing essential administrative and bookkeeping tasks. There is also potential to grow into larger roles within the company for the right person. | **Want to stand out?** Email your resume directly to **nick@gjequip.ca**. | Join a growing company where your skills are valued and your career can advance. Apply today!",2025-09-02T14:24:48.153976,"**Secretary / Administrator**  
**G\&J Equipment and Tool Inc.** – Mississauga, ON  
**Pay:** $20–$23/hour (based on experience)

**About Us**  
G\&J Equipment and Tool Inc. is the official distributor for **RIPPA Machinery** in Ontario and across Canada. We supply high\-quality excavators, skid steers, attachments, and more to contractors, municipalities, and rental companies. Our team is growing, and we’re looking for a reliable, detail\-oriented **Secretary/Administrator** to help keep our office running smoothly.

**Position Overview**  
The ideal candidate has **good knowledge of bookkeeping** and a strong knack for **customer service**. You’ll be the first point of contact for clients, suppliers, and visitors, while also managing essential administrative and bookkeeping tasks. There is also potential to grow into larger roles within the company for the right person.

**What We Offer**

* Competitive hourly pay: **$20–$23/hour** based on experience
* Stable, full\-time schedule (n...",68b736723204a15e64887b81
689d5ad6e78d625301071866,Web Developer Intern,reknowledge inc,indeed,Backend Developer,"Kitchener, ON, CA",https://ca.indeed.com/viewjob?jk=2cb7ffa7b4e03c79,['reknowledgeinc@gmail.com'],1,"**How to Apply** | Submit your resume, cover letter, and **GitHub portfolio** demonstrating your React.js experience to: reknowledgeinc@gmail.com",2025-09-02T14:24:48.209801,"**What You'll Do**

* Develop and maintain React.js components for our knowledge management platform
* Work closely with our development team on feature implementation and bug fixes
* Write clean, maintainable JavaScript code following industry best practices
* Participate in daily standups and sprint planning meetings
* Assist with frontend optimization and user interface improvements
* Integrate frontend components with backend APIs and data services
* Support testing and quality assurance processes

**Requirements**

* Currently enrolled in Computer Science, Web Development, or related program
* **6\+ months hands\-on experience with React.js** (personal projects, coursework, or previous work)
* Solid understanding of **JavaScript fundamentals, HTML5, and CSS3**
* **Experience with version control systems (Git)**
* **Knowledge of modern development tools and build processes**
* **Strong attention to detail and eagerness to learn**
* **Excellent communication and teamwork skills**
* ...",68b736723204a15e64887b82
689d5af3e78d625301072166,IT Support Technician,Starport Managed Services,indeed,IT Support Specialist,"Charlottetown, PE, CA",https://ca.indeed.com/viewjob?jk=0b8e3e8c96a8c9c4,['pei@starport.ca'],1,"We are looking for a service\-oriented IT technician to support remote client users and environments while striving to achieve and surpass our service level commitments. Daily responsibilities will include technical support, process monitoring and challenges to enhance your technical skills. Work will be conducted from our Prince Edward Island Service Desk (downtown Charlottetown/Summerside office locations available). Technicians must be both proactive and responsive, initiating email correspondence, screen sharing sessions and outgoing calls as necessary for efficient and effective resolution of client service requests. Career growth allows for advanced technical skill development with increasing server/network support while mentoring alongside senior team members. | * Please send your resume via email to careers\-pei@starport.ca | * We will endeavor to contact qualified candidates within five (5\) business days to schedule an interview.",2025-09-02T14:24:48.263024,"**Job Summary**

We are looking for a service\-oriented IT technician to support remote client users and environments while striving to achieve and surpass our service level commitments. Daily responsibilities will include technical support, process monitoring and challenges to enhance your technical skills. Work will be conducted from our Prince Edward Island Service Desk (downtown Charlottetown/Summerside office locations available). Technicians must be both proactive and responsive, initiating email correspondence, screen sharing sessions and outgoing calls as necessary for efficient and effective resolution of client service requests. Career growth allows for advanced technical skill development with increasing server/network support while mentoring alongside senior team members.

**Responsibilities**

· Provide technical support for client application, hardware and network issues:

* PCs/MACs, printers and storage devices, network connectivity troubleshooting
* Office365 suite of ...",68b736723204a15e64887b83
689d5acce78d62530107143b,Senior Data Analytics Engineer (Cloud & BI),Shabech IT Services Incorporated,indeed,Software Engineer,"Edmonton, AB, CA",https://ca.indeed.com/viewjob?jk=53045b2e1486e494,['recruitment@shabech.ca'],1,"* Two (2\) project examples must be provided which exemplify/demonstrate expertise in the selected service area. Project examples need to be added to the bottom of the resume. Questions 1 through 5 must be answered for each project example. | **How to Apply:** | Apply directly via Indeed, or send your resume to recruitment@shabech.ca.",2025-09-02T14:24:48.304756,"***Senior Data Analytics Engineer (Cloud \& BI)***

***Government of Alberta***

***Work Location: Remote (occasional office visit in Downtown Edmonton)***

***Rate: CAD 80/hr***

***Contract: 9 months, Optional Extension(s): Up to an additional 24 months***

We are seeking a talented and versatile Senior Data Engineer / Data Analyst to join our dynamic team. The ideal candidate will have a strong foundation in data engineering practices, combined with the analytical skills necessary to derive actionable insights from data. This role involves designing, implementing, and maintaining robust data pipelines and architectures, as well as performing detailed data analysis to support business decisions. 

**Scope of Services**

**Data Engineering:**

\- Design, develop, and maintain scalable data pipelines to ingest, transform, and store large volumes of data both on\-premises (SSIS etc.) and in the cloud (Azure, AWS, GCP) 

\- Ensure data integrity, accuracy, and availability for analytical...",68b736723204a15e64887b84
689d5acce78d6253010715ea,Director of Daycare and Programming,CC Safety and Compliance Services Inc.,indeed,Software Engineer,"Kinkora, PE, CA",https://ca.indeed.com/viewjob?jk=2527d4d37ea1b71c,['recruitment@mcadvisory.com'],1,"To apply for this unique leadership opportunity, please submit your application to recruitment@mcadvisory.com and ***state Kinkora and the title of the position in the subject line of your e\-mail.*** | *We thank all applicants for their interest, however only those under consideration for the role will be contacted.*",2025-09-02T14:24:48.350449,"**Director of Daycare and Programming**

**Rural Municipality of Kinkora**

The Rural Municipality of Kinkora (the “**Municipality**”) is a charming and welcoming community nestled in the heart of Prince Edward Island. As an employer, the Municipality offers a unique opportunity to thrive in a supportive, community\-focused environment that values its employees and fosters a culture of collaboration, respect, and work\-life balance. With a strong emphasis on professional development and making a real impact on local residents, employees enjoy a rewarding career while contributing to the well\-being of the community. The Municipality provides a serene rural setting that allows for greater personal satisfaction and growth, making it an ideal place to build a fulfilling career in a friendly, family\-oriented atmosphere.

The Municipality is seeking a passionate, experienced and highly organized **Director of Daycare and Programming.**

**The Opportunity**

Reporting to the Chief Administr...",68b736723204a15e64887b85
689d5affe78d625301072520,DATA ANALYST,HKJ MARKETING,indeed,Business Intelligence Analyst,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=3347d94bbd44abde,['info@hkjmarketing.com'],1,**Please email your resume to** **info@hkjmarketing.com** **to apply.**,2025-09-02T14:24:48.395263,"At HKJ Mareting, we believe that your job should be more than just work. With an organized environment that encourages growth, extended benefits, and an amazing team of dedicated individuals, we do our best to make HKJ Marketing an incredible place to contribute.
  
HKJ Marketing is growing quickly and looking for talented individuals to join our team. See something that catches your eye? Give us a shout and let us know why you’d make a good fit.


  
**Job Description**
HKJ Marketing is seeking for a Data Analyst that will work closely with our clients to further understand, model, predict, segment and monetize the client’s customers. In this role, you will :


* Perform large data set analysis that can generate actionable findings
* Create regular reporting and create KPI dashboards using Tableau
* Work alongside Product Managers and Designers to help define and recommend KPIs
* Extensive experience in analytical programming such as Python and R is a plus
* Skills and mastery of the ...",68b736723204a15e64887b86
689d5acce78d6253010715c4,Open Text Developer and Support Analyst,NGIT Services,indeed,Software Engineer,"Regina, SK, CA",https://ca.indeed.com/viewjob?jk=c9dd474fbe48e51a,['resumes.hr@ngitservices.com'],1,"* Experience supporting and administrating Knowledgemill for OpenText Email Management | Interested candidates can send their resume (maximum of 3 pages) with 3 professional references to resumes.hr@ngitservices.com We are only able to consider Canadian citizens or individuals with valid Canadian work authorization. Unfortunately, Visa sponsorship is not available.**About the Company**",2025-09-02T14:24:48.437735,"Regina, SK, Canada
Job Type
Full Time**About the Role**
------------------

  

**Requirements**
----------------

**Job Title:** OpenText Developer and Support Analyst**Functional Area:** Business Solutions**Number of Resources Required:** 2**Location:** Regina, Saskatchewan (Onsite)**Submission Deadline****:** 05/23/2025  

Provide the response to the following quick questions for quick processing and turn around time.**Current Status in Canada**: Work Permit/PR/Citizen**Canadian Experience**: Yes or No**Availability for In Person interview**: yes or No**Willing to Relocate if Selected**: Yes or No**Number of Years experience in the specific position or title**: Years and Months **Job Summary:**
Client is seeking OpenText Developer and Support Analysts to join our Business Solutions team. The analysts will be responsible for various tasks related to OpenText applications, including development, support, and administration.**Major Responsibilities:*** Application configurations
* Tech...",68b736723204a15e64887b87
689d5ae4e78d625301071e9a,Technical Delivery Coordinator - Calgary,GUNN Consultants Inc.,indeed,Systems Administrator,"Calgary, AB, CA",https://ca.indeed.com/viewjob?jk=f5a848530e927d07,['hiring@gunnconsultants.com'],1,"**Qualifications: \*\*\*READ THIS SECTION\*\*\* if you do NOT qualify, please do NOT apply!** | **How to Apply:** | Please email your **Cover Letter, Resume and any Portfolio material** to: hiring@gunnconsultants.com.",2025-09-02T14:24:48.492158,"**Are you PhD \[PASSIONATE, HUNGRY AND DRIVEN]? Well then this might be the workplace for you...**

An exciting career opportunity is available at GUNN Consultants!

GUNN Consultants is a close\-knit team of professionals dedicated to delivering the very best quality consulting services for vertical transportation (aka elevator/escalator) equipment to our clients.

We are looking for a solutions\-driven efficiency expert to complement our Project Management Teams in delivering optimal service to our clients. If that sounds like you, read on!

**Job Description:**

The role involves an initial training and introduction phase as our **Technical Delivery Coordinator** (TDC), with a transition to **Junior Project Engineer**. The Technical Delivery Coordinator supports the office in running smoothly and assists in the success of each project by ensuring that communication flows easily from the client to the project team, and by creating the first draft of project documentation, monitoring t...",68b736723204a15e64887b88
689d5affe78d62530107248c,Business Systems Analyst (ERP),Attain Solutions,indeed,Business Analyst,"Edmonton, AB, CA",https://ca.indeed.com/viewjob?jk=a36dd99836262ad0,['recruitment@attainsolutions.ca'],1,### **How to Apply** | Send a resume and cover letter to recruitment@attainsolutions.ca. Canadian citizens or landed PR ONLY. Out\-of\-country applicants will not be considered.,2025-09-02T14:24:48.550417,"### **Essentials**



We look for the same strand of DNA in all our employees: a curious self\-starter that believes in a greater purpose. Someone that values integrity, honesty, and respect. Work is not a means to an end but is part of a journey towards something greater. Whether it’s to improve your family’s life, or the community you live in, we value people that know the meaning of sowing into a vision. We will help you to live out your greater purpose while you help our clients achieve theirs. We love win\-win.


### **The Need**



Our Burnaby and Edmonton offices are looking for full\-time permanent Business Systems Partners to join our growing solutions delivery team.



As a Business Systems Analyst you work closely with clients and their Oracle ERP systems, understanding and advocating for their requirements. You will partner with them in their constant pursuit of better and more efficient processes, and work to realize their goals through thoughtful analysis and flexible con...",68b736723204a15e64887b89
689d5affe78d6253010723cf,SIA - Sessional Instructional Assistant for BTC1877H - Data Science in Health II,University of Toronto,indeed,Data Scientist,"Mississauga, ON, CA",https://ca.indeed.com/viewjob?jk=0ec61ada7a2d98e7,['marko.radin@utoronto.ca'],1,"The application package must include a single file in PDF format, containing the following in order: 1\) Completed application form available online here: https://www.utm.utoronto.ca/imi/about\-imi/employment 2\) Current Curriculum Vitae (including valid e\-mail address). Submit completed application by email to: marko.radin@utoronto.ca. PDF File Format Name: “LastName, FirstName\_Course Code”. Email Subject: “LastName, FirstName\_Course Code” | *Please note: Undergraduate or graduate students and postdoctoral fellows of the University of Toronto are covered by the CUPE 3902 Unit 1 collective agreement rather than the Unit 3 collective agreement, and should not apply for positions posted under the Unit 3 collective agreement.*",2025-09-02T14:24:48.593950,"**Date Posted:** 08/07/2025  

**Req ID:** 44657  

**Faculty/Division:** UofT Mississauga  

**Department:** UTM: Inst. for Management \& Innovation  

**Campus:** University of Toronto Mississauga (UTM)

 **Description:**

 **Duties \& Qualifications**

  

Typical duties may include: invigilation, grading term tests, compiling grades, grading assignments, communicating with students, adding to the course content as appropriate

 **Minimum Qualifications**

  

Doctorate or advanced degree in biostatistics or similar quantitative field, experience with machine learning, fluency in R statistical language

 **Preferred Qualifications**

  

Same as Minimum Qualifications

 **Course Enrollment**

  

25

 **Number of Positions**

  

1

 **Dates of Appointment**

  

September 8, 2025 to December 17, 2025

 **Duration of Appointment**

  

40 Hours

 **TA/SIA rates, including vacation**

  

$55\.44

 **Application Procedure**


The application package must include a single file in PDF ...",68b736723204a15e64887b8a
689d5acce78d6253010715cd,Software Engineer.,Wiz Management,indeed,Software Engineer,"Regina, SK, CA",https://ca.indeed.com/viewjob?jk=881490ba5e35411a,['resumes@wizmaninc.com'],1,Please send your updated resumes to **resumes@wizmaninc.com**,2025-09-02T14:24:48.647737,"Please send your updated resumes to **resumes@wizmaninc.com**


  
Skills: Bachelor's Degree in applicable engineering or science field or six years related exempt experience. Bachelor's Degree in applicable engineering or science field or six years related exempt experience.


Responsibilities:


Will be participate in all aspects of software development, including requirements analysis, design, documentation, code, hardware/ software integration, discrepancy correction, and installation support.  

  

* Regular communication with other team members and management on status, progress and dependencies.


  

* Technical writing will include the documentation of the software design, as well as written descriptions of software changes, discrepancies, and solutions.


  

* Use of oral presentation skills in customer design reviews.


  

* Occasional travel to support development and/or testing of the simulator.


  

Bachelor's Degree in applicable engineering or science field or six y...",68b736723204a15e64887b8b
